Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Major_Category,Year_of_Study,Burnout_Risk_Level,Burnout_Code
0.27,3,2,1,14.85,4,Strict_Ban,3,Business,Graduate,Medium,2
12.39,3,0,5,3.21,3,Allowed_With_Citation,5,STEM,Senior,Medium,2
1.93,2,1,2,6.51,1,Allowed_With_Citation,3,STEM,Graduate,Medium,2
1.85,0,2,3,20.66,2,Allowed_With_Citation,8,Arts,Sophomore,Low,1
3.89,3,0,5,16.04,3,Allowed_With_Citation,2,Business,Sophomore,Low,1
8.99,0,0,4,12.92,4,Actively_Encouraged,6,Medical,Freshman,Low,1
22.4,3,0,3,8.92,8,Allowed_With_Citation,7,STEM,Graduate,Medium,2
7.38,0,2,1,7.23,4,Actively_Encouraged,5,Humanities,Sophomore,Low,1
4.06,1,2,2,15.24,4,Allowed_With_Citation,5,Humanities,Senior,Low,1
11.43,3,1,3,19.98,2,Allowed_With_Citation,6,Business,Senior,Low,1
2.11,0,2,4,8.11,3,Strict_Ban,7,Business,Freshman,Low,1
2.9,3,1,1,9.49,3,Allowed_With_Citation,2,Business,Graduate,High,0
3.65,0,0,3,13.44,2,Allowed_With_Citation,5,STEM,Junior,Low,1
1.08,1,0,5,9.2,3,Allowed_With_Citation,7,STEM,Sophomore,Low,1
2.83,3,1,2,9.04,4,Allowed_With_Citation,9,STEM,Graduate,Medium,2
9.04,0,2,3,8.9,3,Actively_Encouraged,2,Arts,Senior,Medium,2
2.41,0,0,4,8.85,3,Allowed_With_Citation,3,Humanities,Junior,Medium,2
12.08,0,0,3,5.09,4,Strict_Ban,5,Humanities,Graduate,High,0
6.24,4,1,3,8.87,4,Actively_Encouraged,7,Humanities,Senior,Medium,2
0.12,2,2,4,3.54,1,Actively_Encouraged,6,Arts,Freshman,Low,1
6.07,1,0,3,13.97,4,Allowed_With_Citation,4,STEM,Graduate,Low,1
4.88,1,2,5,18.43,2,Allowed_With_Citation,1,STEM,Junior,Medium,2
1.16,2,1,3,11.75,4,Strict_Ban,4,Business,Sophomore,High,0
6.95,4,1,2,16.45,4,Allowed_With_Citation,5,Medical,Senior,Medium,2
8.96,1,2,3,10.34,5,Actively_Encouraged,8,Business,Freshman,Medium,2
6.73,2,2,3,6.79,4,Allowed_With_Citation,2,STEM,Senior,Medium,2
4.48,2,1,3,1.0,4,Actively_Encouraged,6,Business,Freshman,Low,1
1.96,4,2,4,17.41,2,Allowed_With_Citation,2,Medical,Freshman,Low,1
0.75,4,1,3,22.36,3,Allowed_With_Citation,2,Business,Sophomore,Medium,2
8.88,1,1,2,19.49,4,Actively_Encouraged,3,Humanities,Sophomore,Low,1
20.81,0,0,5,7.19,7,Allowed_With_Citation,5,Humanities,Junior,Medium,2
0.02,4,1,3,11.62,2,Strict_Ban,2,Medical,Junior,Low,1
2.57,2,2,3,13.65,2,Strict_Ban,1,Business,Senior,Low,1
1.11,0,2,5,16.99,3,Allowed_With_Citation,1,Business,Freshman,Medium,2
3.91,1,2,2,19.14,4,Actively_Encouraged,6,STEM,Graduate,Medium,2
1.27,2,1,2,10.46,5,Actively_Encouraged,5,Business,Graduate,Low,1
8.65,0,1,3,7.75,1,Allowed_With_Citation,2,Humanities,Freshman,High,0
19.94,1,1,2,2.55,4,Allowed_With_Citation,7,STEM,Junior,Medium,2
9.8,4,2,4,18.73,2,Strict_Ban,5,Medical,Junior,Medium,2
0.97,1,2,3,3.25,1,Actively_Encouraged,6,Humanities,Graduate,Low,1
2.48,1,0,3,12.17,4,Strict_Ban,5,STEM,Graduate,High,0
1.33,4,2,4,10.87,5,Actively_Encouraged,5,Medical,Freshman,Medium,2
6.4,2,0,3,19.81,3,Allowed_With_Citation,3,STEM,Graduate,Low,1
2.84,0,2,1,17.68,2,Allowed_With_Citation,7,Business,Freshman,Low,1
3.91,1,0,3,1.52,2,Actively_Encouraged,6,Business,Junior,Medium,2
7.49,4,2,2,3.03,6,Strict_Ban,10,Medical,Sophomore,High,0
2.47,4,2,2,1.95,1,Allowed_With_Citation,2,Arts,Sophomore,Medium,2
4.65,3,1,2,14.73,1,Actively_Encouraged,2,Business,Junior,Low,1
11.87,3,0,3,12.57,2,Allowed_With_Citation,3,Humanities,Junior,High,0
0.42,3,1,2,17.18,1,Actively_Encouraged,5,Humanities,Freshman,Medium,2
10.55,4,1,3,11.84,4,Allowed_With_Citation,4,Medical,Graduate,Medium,2
18.97,0,2,3,7.6,6,Actively_Encouraged,7,STEM,Freshman,High,0
3.44,0,2,4,16.56,2,Allowed_With_Citation,4,Arts,Sophomore,Low,1
27.22,1,0,4,11.75,6,Strict_Ban,8,STEM,Senior,High,0
14.94,1,2,4,13.53,3,Strict_Ban,8,STEM,Graduate,Medium,2
6.77,1,0,3,11.49,5,Allowed_With_Citation,4,STEM,Senior,Medium,2
6.46,1,2,1,14.98,2,Allowed_With_Citation,3,STEM,Sophomore,Medium,2
4.91,4,2,4,1.89,3,Strict_Ban,4,Medical,Senior,Low,1
4.35,0,2,3,14.61,5,Allowed_With_Citation,4,Arts,Senior,Medium,2
3.14,3,0,4,19.5,4,Actively_Encouraged,5,Business,Junior,Low,1
1.91,4,2,3,14.12,1,Actively_Encouraged,2,Business,Senior,Low,1
8.41,3,1,3,8.71,6,Allowed_With_Citation,6,Business,Junior,Low,1
3.34,2,2,2,18.98,3,Allowed_With_Citation,2,Arts,Freshman,Low,1
1.14,0,2,2,4.19,4,Actively_Encouraged,7,Arts,Sophomore,Low,1
8.31,2,0,4,15.15,6,Allowed_With_Citation,3,STEM,Senior,Medium,2
18.44,1,1,1,8.04,5,Allowed_With_Citation,4,Humanities,Sophomore,High,0
9.69,2,2,2,7.57,2,Actively_Encouraged,1,Business,Junior,Medium,2
21.43,1,0,3,14.27,4,Actively_Encouraged,3,Medical,Junior,Medium,2
11.08,4,0,3,21.26,5,Allowed_With_Citation,4,Business,Senior,Low,1
9.39,4,1,1,9.81,4,Actively_Encouraged,7,Medical,Sophomore,Low,1
9.28,0,0,5,13.78,5,Actively_Encouraged,6,Arts,Junior,High,0
19.81,3,1,1,6.82,5,Actively_Encouraged,6,Business,Junior,High,0
3.45,4,1,1,8.51,1,Allowed_With_Citation,4,Medical,Senior,Medium,2
12.53,0,2,1,11.17,5,Allowed_With_Citation,6,Humanities,Junior,Medium,2
3.43,0,1,2,15.56,1,Actively_Encouraged,4,Humanities,Sophomore,Low,1
0.67,1,2,3,7.84,2,Actively_Encouraged,1,Arts,Junior,Low,1
24.67,0,2,3,13.51,5,Allowed_With_Citation,7,STEM,Freshman,High,0
1.29,0,0,3,5.33,3,Actively_Encouraged,4,Humanities,Junior,Low,1
1.29,3,2,2,11.63,2,Allowed_With_Citation,1,Business,Graduate,High,0
12.85,0,1,3,11.0,5,Allowed_With_Citation,7,Humanities,Junior,Medium,2
9.29,4,2,3,12.04,3,Allowed_With_Citation,4,Medical,Sophomore,Medium,2
7.35,4,2,4,13.96,4,Actively_Encouraged,4,Medical,Sophomore,Medium,2
13.61,4,0,3,12.86,4,Actively_Encouraged,2,Business,Graduate,Medium,2
4.09,2,2,3,6.33,2,Actively_Encouraged,3,Business,Senior,High,0
11.43,3,0,4,9.84,3,Actively_Encouraged,5,Business,Senior,High,0
2.07,1,0,4,12.79,2,Allowed_With_Citation,3,Humanities,Junior,Low,1
10.02,1,1,3,11.65,4,Actively_Encouraged,4,STEM,Sophomore,Low,1
3.72,1,2,3,15.56,1,Strict_Ban,3,Business,Freshman,Medium,2
4.96,4,0,4,20.89,2,Allowed_With_Citation,1,Business,Graduate,Low,1
14.93,3,0,3,25.59,5,Allowed_With_Citation,5,STEM,Freshman,Medium,2
8.43,3,2,3,4.13,3,Allowed_With_Citation,4,Arts,Sophomore,Medium,2
24.07,0,2,3,20.95,4,Actively_Encouraged,8,Business,Senior,High,0
3.12,1,0,3,16.54,1,Allowed_With_Citation,3,STEM,Sophomore,Low,1
7.77,3,0,4,7.78,6,Actively_Encouraged,2,Business,Junior,Low,1
0.3,3,2,3,14.19,1,Allowed_With_Citation,1,STEM,Senior,Low,1
1.75,1,2,4,10.81,1,Actively_Encouraged,5,STEM,Junior,Low,1
20.84,0,0,4,9.43,6,Actively_Encouraged,6,Arts,Junior,High,0
21.77,4,1,1,12.22,4,Allowed_With_Citation,2,Medical,Freshman,Medium,2
3.96,1,0,3,14.83,2,Allowed_With_Citation,5,STEM,Junior,Low,1
9.76,4,1,2,6.06,5,Actively_Encouraged,6,Medical,Junior,Low,1
8.09,1,1,2,3.12,4,Strict_Ban,3,STEM,Graduate,Medium,2
22.36,3,1,3,15.85,4,Actively_Encouraged,3,STEM,Junior,Medium,2
26.5,3,0,3,15.72,5,Actively_Encouraged,3,STEM,Junior,High,0
11.11,2,1,3,3.7,4,Allowed_With_Citation,3,STEM,Senior,Low,1
5.41,3,1,2,22.49,1,Actively_Encouraged,1,Humanities,Junior,Low,1
10.27,0,0,4,18.07,3,Allowed_With_Citation,1,Medical,Sophomore,Low,1
21.63,1,2,2,15.58,5,Strict_Ban,10,STEM,Graduate,High,0
13.22,0,2,2,10.97,2,Allowed_With_Citation,3,Humanities,Graduate,Medium,2
25.51,0,2,4,12.5,7,Actively_Encouraged,4,Business,Graduate,Medium,2
0.36,3,1,1,10.36,1,Allowed_With_Citation,2,Humanities,Sophomore,Low,1
7.11,3,0,3,11.03,3,Actively_Encouraged,4,Business,Sophomore,Medium,2
30.0,0,2,3,9.54,5,Actively_Encouraged,5,Humanities,Graduate,High,0
14.68,0,2,3,2.2,4,Strict_Ban,7,STEM,Freshman,Medium,2
8.53,0,0,4,7.87,1,Actively_Encouraged,3,Business,Senior,High,0
10.49,2,2,2,14.5,3,Strict_Ban,3,STEM,Sophomore,High,0
27.88,4,1,3,10.16,8,Actively_Encouraged,3,STEM,Senior,High,0
0.51,0,2,3,10.07,2,Actively_Encouraged,3,Humanities,Senior,Low,1
5.64,3,2,4,16.99,4,Strict_Ban,7,Humanities,Sophomore,Low,1
3.51,2,0,4,11.01,4,Strict_Ban,5,Business,Freshman,Low,1
1.32,0,2,3,15.64,5,Allowed_With_Citation,5,Humanities,Senior,Low,1
2.47,1,2,5,1.74,3,Allowed_With_Citation,5,Business,Freshman,Medium,2
4.69,1,0,3,7.36,4,Actively_Encouraged,1,Business,Freshman,Low,1
12.21,2,0,4,11.61,5,Allowed_With_Citation,5,Humanities,Graduate,High,0
14.2,4,1,1,6.2,4,Strict_Ban,5,Medical,Senior,Medium,2
5.48,0,2,2,8.13,2,Allowed_With_Citation,8,Medical,Junior,Medium,2
2.46,4,2,4,6.85,4,Strict_Ban,6,Business,Senior,Medium,2
27.71,1,2,2,9.35,6,Actively_Encouraged,4,STEM,Graduate,High,0
5.47,0,0,3,4.71,3,Strict_Ban,4,Humanities,Freshman,Low,1
0.03,3,1,2,9.57,1,Actively_Encouraged,2,STEM,Freshman,Medium,2
7.04,2,2,3,14.32,4,Allowed_With_Citation,5,Humanities,Senior,Medium,2
0.14,1,0,5,18.21,1,Strict_Ban,6,STEM,Sophomore,Low,1
20.44,4,0,3,9.72,7,Actively_Encouraged,6,Business,Freshman,Medium,2
39.48,1,1,3,5.24,7,Allowed_With_Citation,3,STEM,Junior,High,0
1.91,4,2,2,5.85,2,Strict_Ban,3,Medical,Senior,High,0
36.41,1,0,3,3.99,7,Allowed_With_Citation,6,STEM,Freshman,High,0
10.72,3,2,3,8.77,5,Actively_Encouraged,5,Business,Junior,Low,1
1.65,4,2,2,4.63,3,Strict_Ban,3,Medical,Junior,Low,1
4.47,2,1,1,9.4,2,Allowed_With_Citation,4,STEM,Freshman,Medium,2
16.79,4,1,2,2.21,6,Actively_Encouraged,3,Medical,Junior,High,0
22.95,0,2,2,13.46,5,Allowed_With_Citation,5,Humanities,Graduate,High,0
4.05,4,2,1,17.98,3,Allowed_With_Citation,6,Medical,Senior,Low,1
0.12,3,0,3,12.89,1,Strict_Ban,4,Medical,Junior,Medium,2
8.04,1,1,2,24.9,5,Strict_Ban,6,STEM,Freshman,Low,1
7.28,0,1,1,8.6,2,Allowed_With_Citation,5,Arts,Freshman,Medium,2
3.86,1,2,4,10.15,5,Allowed_With_Citation,1,STEM,Freshman,Low,1
4.63,1,2,3,9.08,2,Strict_Ban,4,STEM,Senior,High,0
7.81,1,1,1,11.09,3,Allowed_With_Citation,2,STEM,Senior,Low,1
3.99,0,1,2,13.97,2,Strict_Ban,2,STEM,Senior,High,0
16.71,0,1,3,9.94,7,Allowed_With_Citation,2,Business,Sophomore,Medium,2
7.2,0,0,3,14.22,5,Actively_Encouraged,8,Humanities,Freshman,Low,1
3.07,0,2,4,13.36,3,Allowed_With_Citation,3,Arts,Senior,High,0
2.93,0,1,1,15.91,4,Allowed_With_Citation,1,Humanities,Graduate,Low,1
9.87,4,2,2,8.83,2,Allowed_With_Citation,2,Medical,Junior,Medium,2
7.66,3,0,4,9.12,4,Allowed_With_Citation,7,STEM,Senior,Medium,2
10.15,3,0,4,10.71,3,Strict_Ban,4,STEM,Senior,Low,1
4.78,3,1,3,20.83,4,Allowed_With_Citation,6,Business,Graduate,Medium,2
3.24,2,1,3,17.17,4,Allowed_With_Citation,2,Medical,Freshman,Low,1
1.34,1,2,5,11.21,2,Allowed_With_Citation,1,Arts,Graduate,Medium,2
0.33,0,2,3,7.73,2,Actively_Encouraged,8,Humanities,Graduate,Medium,2
5.51,3,2,3,12.26,2,Actively_Encouraged,3,STEM,Graduate,Low,1
3.17,0,1,2,11.46,1,Actively_Encouraged,4,STEM,Graduate,Medium,2
1.42,1,2,1,6.38,2,Allowed_With_Citation,1,Business,Junior,High,0
3.23,3,1,3,8.25,3,Strict_Ban,3,Humanities,Freshman,Medium,2
11.97,4,1,2,14.42,3,Allowed_With_Citation,1,Humanities,Senior,Medium,2
9.71,0,1,2,17.0,3,Strict_Ban,4,Business,Freshman,Medium,2
21.52,3,1,1,7.1,4,Allowed_With_Citation,2,Business,Senior,High,0
0.1,0,2,3,18.64,3,Actively_Encouraged,7,Business,Junior,Low,1
7.34,1,0,4,22.16,3,Allowed_With_Citation,1,STEM,Freshman,Medium,2
2.23,3,2,2,17.31,4,Strict_Ban,6,Business,Junior,Low,1
19.11,4,0,4,2.27,5,Actively_Encouraged,8,STEM,Senior,Medium,2
0.61,4,1,1,16.83,4,Strict_Ban,3,STEM,Freshman,Medium,2
4.67,3,2,4,7.49,2,Strict_Ban,1,Arts,Freshman,Low,1
13.68,0,2,5,10.22,7,Allowed_With_Citation,1,Business,Junior,Medium,2
14.71,2,1,1,13.06,4,Allowed_With_Citation,5,Arts,Freshman,High,0
12.9,0,2,2,15.84,5,Strict_Ban,6,STEM,Graduate,High,0
4.76,1,2,2,13.0,4,Actively_Encouraged,6,Medical,Senior,Low,1
8.03,1,2,3,14.12,2,Allowed_With_Citation,2,STEM,Junior,Medium,2
2.22,4,2,1,9.47,3,Allowed_With_Citation,4,Medical,Freshman,Medium,2
4.15,3,2,3,15.14,1,Actively_Encouraged,4,Humanities,Junior,Medium,2
14.15,3,0,4,8.23,4,Actively_Encouraged,4,STEM,Senior,Medium,2
22.17,4,0,3,9.42,8,Strict_Ban,9,STEM,Junior,Medium,2
28.1,0,2,3,10.01,6,Allowed_With_Citation,3,STEM,Graduate,High,0
7.8,1,1,2,21.34,1,Allowed_With_Citation,6,Humanities,Senior,Low,1
9.18,4,2,2,10.12,4,Allowed_With_Citation,9,Medical,Sophomore,Medium,2
0.69,0,1,3,7.82,2,Strict_Ban,1,Humanities,Senior,Medium,2
0.77,3,1,2,8.51,2,Actively_Encouraged,4,Business,Junior,Low,1
12.85,4,0,5,9.46,4,Allowed_With_Citation,4,Medical,Graduate,Medium,2
1.33,1,1,2,13.01,2,Actively_Encouraged,1,Business,Junior,Medium,2
5.45,0,2,2,17.15,4,Allowed_With_Citation,5,Humanities,Junior,Low,1
8.48,0,2,3,9.59,3,Actively_Encouraged,4,Medical,Junior,High,0
17.55,1,1,3,9.32,4,Strict_Ban,8,STEM,Sophomore,High,0
7.0,4,1,3,14.85,4,Allowed_With_Citation,1,Business,Freshman,Low,1
3.59,2,0,3,12.09,5,Strict_Ban,2,Arts,Sophomore,Medium,2
18.37,3,2,2,21.63,6,Allowed_With_Citation,1,STEM,Sophomore,High,0
1.45,3,1,3,6.0,1,Allowed_With_Citation,2,Business,Freshman,Medium,2
11.87,1,2,2,12.67,5,Actively_Encouraged,5,STEM,Senior,Medium,2
9.33,2,2,5,7.33,4,Actively_Encouraged,3,STEM,Freshman,High,0
3.03,1,0,5,9.65,2,Strict_Ban,5,STEM,Graduate,Medium,2
1.39,4,0,4,6.4,1,Actively_Encouraged,7,Medical,Freshman,Medium,2
7.69,2,2,2,1.89,2,Allowed_With_Citation,3,Medical,Freshman,High,0
6.96,1,0,4,8.86,2,Strict_Ban,2,STEM,Graduate,Medium,2
0.67,1,1,2,4.81,1,Allowed_With_Citation,2,STEM,Graduate,High,0
0.47,0,0,4,23.7,3,Strict_Ban,6,Humanities,Freshman,Medium,2
0.35,3,2,1,8.6,1,Allowed_With_Citation,2,Business,Freshman,Low,1
26.4,0,1,2,5.27,6,Strict_Ban,8,Arts,Freshman,Low,1
1.26,4,0,3,6.97,2,Allowed_With_Citation,1,Medical,Junior,Low,1
11.1,2,1,2,11.66,5,Actively_Encouraged,6,Arts,Sophomore,High,0
19.58,3,1,2,15.67,6,Allowed_With_Citation,2,Business,Sophomore,High,0
11.74,1,0,3,11.12,4,Actively_Encouraged,5,STEM,Senior,Medium,2
1.92,1,0,3,11.51,3,Allowed_With_Citation,6,STEM,Graduate,High,0
8.6,3,1,2,11.85,1,Strict_Ban,1,Business,Graduate,High,0
0.79,2,2,2,14.07,1,Allowed_With_Citation,1,Business,Junior,Low,1
0.39,0,2,3,6.4,2,Strict_Ban,5,Arts,Sophomore,Low,1
4.34,0,1,2,12.67,2,Allowed_With_Citation,3,Humanities,Junior,Medium,2
3.34,1,1,3,24.76,2,Allowed_With_Citation,1,STEM,Graduate,Low,1
12.36,3,1,2,17.42,5,Actively_Encouraged,5,Humanities,Freshman,High,0
0.7,4,1,2,9.93,3,Allowed_With_Citation,5,Medical,Graduate,High,0
0.87,4,2,2,17.39,2,Allowed_With_Citation,6,Arts,Sophomore,Low,1
3.78,4,0,3,19.31,3,Actively_Encouraged,2,STEM,Sophomore,Low,1
2.48,0,1,3,8.68,2,Allowed_With_Citation,3,Medical,Sophomore,Low,1
3.37,0,2,5,2.82,4,Allowed_With_Citation,4,Humanities,Graduate,High,0
2.58,0,2,4,12.51,5,Actively_Encouraged,1,Humanities,Freshman,Medium,2
7.6,0,2,3,13.31,5,Allowed_With_Citation,7,Humanities,Sophomore,Medium,2
36.72,4,0,4,10.77,9,Allowed_With_Citation,3,Business,Senior,High,0
3.62,4,0,4,18.77,1,Allowed_With_Citation,2,Business,Graduate,Low,1
18.51,3,2,4,11.99,3,Actively_Encouraged,1,Business,Freshman,Medium,2
3.83,0,2,3,10.13,4,Actively_Encouraged,1,Business,Junior,Low,1
14.94,3,0,3,1.0,4,Actively_Encouraged,2,STEM,Graduate,High,0
5.26,1,1,2,12.73,5,Allowed_With_Citation,5,STEM,Graduate,High,0
17.92,3,0,3,6.78,5,Allowed_With_Citation,3,Arts,Graduate,Medium,2
11.43,3,0,3,19.18,3,Allowed_With_Citation,4,Business,Graduate,Medium,2
3.47,0,0,5,17.04,3,Allowed_With_Citation,6,Humanities,Sophomore,Low,1
2.8,0,2,2,13.66,3,Strict_Ban,2,STEM,Freshman,Low,1
12.95,4,0,4,1.0,6,Strict_Ban,9,STEM,Graduate,High,0
7.18,4,0,5,16.62,6,Allowed_With_Citation,3,Humanities,Senior,Medium,2
0.23,3,0,5,12.14,2,Actively_Encouraged,1,STEM,Sophomore,Medium,2
2.48,0,2,4,8.11,4,Allowed_With_Citation,3,Humanities,Senior,High,0
4.42,2,2,3,10.98,1,Actively_Encouraged,6,Arts,Sophomore,High,0
9.71,1,2,2,16.84,5,Strict_Ban,3,STEM,Junior,Medium,2
2.99,0,1,3,11.53,3,Allowed_With_Citation,1,Arts,Sophomore,Medium,2
0.79,2,2,4,9.29,1,Allowed_With_Citation,1,Business,Junior,Low,1
7.63,0,2,3,13.71,1,Allowed_With_Citation,5,STEM,Graduate,Low,1
0.32,2,1,1,12.12,2,Strict_Ban,9,Business,Senior,Medium,2
4.9,1,1,1,17.04,1,Strict_Ban,3,STEM,Senior,Low,1
4.43,0,0,4,11.33,1,Actively_Encouraged,2,Business,Sophomore,Low,1
29.23,4,1,2,8.84,7,Allowed_With_Citation,7,STEM,Freshman,High,0
0.2,0,2,4,12.12,1,Actively_Encouraged,1,Humanities,Senior,Medium,2
19.75,2,2,3,5.58,5,Allowed_With_Citation,4,Business,Junior,Medium,2
18.72,1,0,4,9.82,6,Allowed_With_Citation,4,STEM,Freshman,Low,1
5.02,1,1,2,13.5,4,Actively_Encouraged,7,STEM,Graduate,Low,1
6.83,4,2,5,24.07,6,Actively_Encouraged,1,Humanities,Junior,Low,1
7.73,2,0,3,7.0,1,Actively_Encouraged,1,Humanities,Junior,Low,1
12.95,0,1,1,11.19,2,Allowed_With_Citation,1,Arts,Sophomore,Low,1
16.42,0,0,3,6.95,3,Actively_Encouraged,8,STEM,Graduate,Low,1
0.64,0,1,1,19.97,5,Actively_Encouraged,6,Humanities,Graduate,Low,1
11.41,3,1,2,2.36,4,Actively_Encouraged,3,Humanities,Senior,Medium,2
40.0,4,1,2,17.53,9,Allowed_With_Citation,7,STEM,Freshman,High,0
39.4,0,0,3,6.09,7,Actively_Encouraged,3,Business,Freshman,High,0
7.23,1,1,1,13.39,4,Allowed_With_Citation,7,STEM,Junior,High,0
0.02,0,0,3,7.15,1,Allowed_With_Citation,3,Arts,Freshman,Low,1
4.99,0,1,2,7.98,1,Strict_Ban,2,Business,Sophomore,Medium,2
26.63,1,2,2,5.83,8,Allowed_With_Citation,3,STEM,Freshman,High,0
5.53,4,2,5,22.46,4,Actively_Encouraged,5,Business,Sophomore,High,0
1.18,3,2,2,14.75,2,Actively_Encouraged,5,Business,Graduate,Low,1
7.06,3,0,3,13.24,4,Allowed_With_Citation,3,Humanities,Senior,Medium,2
3.48,4,1,1,11.58,4,Allowed_With_Citation,4,STEM,Freshman,Low,1
11.57,1,0,4,11.03,3,Actively_Encouraged,3,STEM,Senior,High,0
2.79,4,0,5,10.01,2,Allowed_With_Citation,4,Humanities,Freshman,Low,1
4.15,1,0,5,9.81,1,Actively_Encouraged,6,STEM,Graduate,Low,1
21.45,2,1,3,21.14,7,Strict_Ban,9,Business,Junior,High,0
1.72,3,2,3,14.14,2,Allowed_With_Citation,6,Business,Junior,Low,1
6.8,3,2,4,18.33,5,Allowed_With_Citation,5,Arts,Sophomore,Low,1
20.39,3,1,2,10.01,7,Allowed_With_Citation,3,Business,Junior,High,0
5.14,3,1,2,5.54,2,Allowed_With_Citation,4,Business,Junior,Low,1
4.38,3,1,1,16.83,3,Actively_Encouraged,6,Business,Senior,Medium,2
7.99,1,2,2,13.86,3,Actively_Encouraged,1,Medical,Freshman,Low,1
13.42,1,2,4,10.64,2,Strict_Ban,6,STEM,Sophomore,High,0
4.6,0,0,3,16.76,2,Strict_Ban,5,STEM,Sophomore,Low,1
4.27,1,1,3,13.18,3,Allowed_With_Citation,3,STEM,Freshman,Medium,2
3.03,1,0,3,11.11,4,Actively_Encouraged,4,Humanities,Sophomore,Medium,2
1.41,1,1,2,13.92,2,Actively_Encouraged,5,STEM,Sophomore,Low,1
6.57,1,2,2,11.26,2,Strict_Ban,6,STEM,Senior,Medium,2
0.9,1,2,2,4.06,5,Actively_Encouraged,6,Humanities,Senior,Low,1
16.77,4,1,2,6.14,6,Strict_Ban,9,Medical,Graduate,High,0
15.2,4,2,1,1.0,5,Actively_Encouraged,6,Medical,Sophomore,High,0
21.58,4,2,4,17.82,3,Allowed_With_Citation,1,Business,Graduate,Medium,2
5.45,0,0,4,7.93,1,Actively_Encouraged,4,Humanities,Graduate,High,0
1.64,0,0,3,9.0,5,Actively_Encouraged,1,Arts,Junior,High,0
26.42,4,1,1,1.0,8,Allowed_With_Citation,1,Medical,Junior,Medium,2
19.68,1,0,5,15.63,6,Actively_Encouraged,6,Medical,Junior,High,0
14.56,1,0,3,19.42,4,Allowed_With_Citation,1,Business,Sophomore,Medium,2
2.97,3,1,2,9.22,2,Allowed_With_Citation,4,STEM,Sophomore,Low,1
16.33,3,0,3,8.43,6,Allowed_With_Citation,9,STEM,Freshman,Low,1
2.17,0,1,2,5.55,4,Strict_Ban,3,Medical,Senior,High,0
9.63,1,2,3,17.42,3,Allowed_With_Citation,4,STEM,Junior,Medium,2
32.44,4,2,3,18.54,10,Allowed_With_Citation,8,STEM,Sophomore,High,0
2.45,0,0,3,10.67,5,Strict_Ban,5,Humanities,Junior,Medium,2
1.32,0,2,2,19.59,5,Allowed_With_Citation,5,STEM,Freshman,Medium,2
2.25,3,0,4,13.79,2,Strict_Ban,3,Medical,Freshman,Low,1
13.44,3,0,5,8.3,6,Strict_Ban,9,STEM,Senior,Medium,2
3.32,1,1,2,15.25,1,Strict_Ban,3,STEM,Graduate,High,0
3.39,1,2,3,15.69,6,Actively_Encouraged,5,Medical,Sophomore,Low,1
11.04,0,0,3,12.14,3,Allowed_With_Citation,2,Humanities,Sophomore,Medium,2
35.99,0,0,3,12.66,8,Allowed_With_Citation,5,Medical,Sophomore,High,0
0.74,3,2,3,10.89,3,Allowed_With_Citation,5,Humanities,Junior,Medium,2
1.19,3,1,2,23.35,1,Allowed_With_Citation,4,Business,Sophomore,High,0
0.01,1,1,3,10.58,3,Strict_Ban,3,STEM,Sophomore,Low,1
25.27,3,1,3,7.74,7,Actively_Encouraged,6,Business,Senior,High,0
4.01,1,0,3,16.6,1,Allowed_With_Citation,2,STEM,Sophomore,Medium,2
7.02,4,1,3,9.16,3,Allowed_With_Citation,6,Medical,Graduate,Medium,2
0.79,2,0,3,12.95,3,Actively_Encouraged,6,STEM,Sophomore,Low,1
1.13,1,1,2,4.36,3,Allowed_With_Citation,4,STEM,Freshman,Medium,2
18.18,0,2,2,10.68,7,Actively_Encouraged,5,Medical,Graduate,High,0
4.2,4,1,2,4.96,5,Allowed_With_Citation,4,Humanities,Sophomore,Low,1
0.49,0,1,2,9.4,3,Allowed_With_Citation,4,Business,Junior,Low,1
2.95,4,1,1,13.99,1,Actively_Encouraged,3,Business,Sophomore,Medium,2
1.86,1,2,3,8.92,1,Allowed_With_Citation,5,STEM,Freshman,Low,1
14.69,4,0,3,1.43,3,Allowed_With_Citation,2,STEM,Graduate,High,0
1.51,2,0,3,10.19,4,Strict_Ban,2,Medical,Sophomore,Low,1
16.08,4,1,3,15.09,4,Allowed_With_Citation,3,STEM,Senior,High,0
13.98,4,1,1,1.21,4,Allowed_With_Citation,7,Humanities,Graduate,Medium,2
17.14,3,1,1,11.7,4,Strict_Ban,8,Business,Junior,Medium,2
0.34,1,0,5,6.11,3,Allowed_With_Citation,1,STEM,Senior,Medium,2
4.0,3,2,2,14.77,4,Strict_Ban,4,Business,Senior,Medium,2
16.95,0,2,3,19.79,5,Actively_Encouraged,6,Humanities,Sophomore,Low,1
15.36,0,1,2,18.41,3,Actively_Encouraged,5,Arts,Junior,High,0
2.97,1,2,4,12.23,5,Actively_Encouraged,4,STEM,Freshman,Medium,2
20.42,1,2,3,18.15,7,Actively_Encouraged,6,STEM,Freshman,Medium,2
1.81,0,2,4,10.93,2,Allowed_With_Citation,5,Arts,Graduate,Medium,2
7.51,0,0,3,12.11,2,Actively_Encouraged,4,Humanities,Freshman,Low,1
